time,system_configuration,num_beams,num_bins,pings_per_ensemble,depth_bin_length,blanking_distance,low_correlation_threshold,percent_good_minimum,error_velocity_threshold,coordinate_transformation,heading_alignment,heading_bias,sensor_source,bin0_distance,transmit_pulse_length,ensemble_number,rtc_year,rtc_month,rtc_day,rtc_hour,rtc_minute,rtc_second,rtc_hundredths,bit_result,speed_of_sound,depth,heading,pitch,roll,salinity,temperature,min_ping_wait_minutes,min_ping_wait_seconds,min_ping_wait_hundredths,heading_standard_deviation,pitch_standard_deviation,roll_standard_deviation,adc_rounded_voltage,pressure,pressure_variance,rel_vel_pressure_u,rel_vel_pressure_v,rel_vel_pressure_w,rel_vel_dvl_u,rel_vel_dvl_v,rel_vel_dvl_w,ocn_vel_u,ocn_vel_v,ocn_vel_w,abs_vel_btm_u,abs_vel_btm_v,abs_vel_btm_w,delta_x,delta_y,delta_z,delta_t,delta_z_pressure,delta_pitch,rel_pos_x,rel_pos_y,rel_pos_z,rel_pos_x_dvl_dr,rel_pos_y_dvl_dr,rel_pos_z_dvl_dr,origin_x,origin_y,angle_of_attack,num_good_vel_bins,bathy_factor_depth,bathy_factor_slope,bathy_factor_orient,vel_bin0_beam0,vel_bin0_beam1,vel_bin0_beam2,vel_bin0_beam3,vel_bin1_beam0,vel_bin1_beam1,vel_bin1_beam2,vel_bin1_beam3,vel_bin2_beam0,vel_bin2_beam1,vel_bin2_beam2,vel_bin2_beam3,vel_bin3_beam0,vel_bin3_beam1,vel_bin3_beam2,vel_bin3_beam3,vel_bin4_beam0,vel_bin4_beam1,vel_bin4_beam2,vel_bin4_beam3,vel_bin5_beam0,vel_bin5_beam1,vel_bin5_beam2,vel_bin5_beam3,vel_bin6_beam0,vel_bin6_beam1,vel_bin6_beam2,vel_bin6_beam3,vel_bin7_beam0,vel_bin7_beam1,vel_bin7_beam2,vel_bin7_beam3,vel_bin8_beam0,vel_bin8_beam1,vel_bin8_beam2,vel_bin8_beam3,vel_bin9_beam0,vel_bin9_beam1,vel_bin9_beam2,vel_bin9_beam3,vel_bin10_beam0,vel_bin10_beam1,vel_bin10_beam2,vel_bin10_beam3,vel_bin11_beam0,vel_bin11_beam1,vel_bin11_beam2,vel_bin11_beam3,vel_bin12_beam0,vel_bin12_beam1,vel_bin12_beam2,vel_bin12_beam3,vel_bin13_beam0,vel_bin13_beam1,vel_bin13_beam2,vel_bin13_beam3,vel_bin14_beam0,vel_bin14_beam1,vel_bin14_beam2,vel_bin14_beam3,vel_bin15_beam0,vel_bin15_beam1,vel_bin15_beam2,vel_bin15_beam3,vel_bin16_beam0,vel_bin16_beam1,vel_bin16_beam2,vel_bin16_beam3,vel_bin17_beam0,vel_bin17_beam1,vel_bin17_beam2,vel_bin17_beam3,vel_bin18_beam0,vel_bin18_beam1,vel_bin18_beam2,vel_bin18_beam3,vel_bin19_beam0,vel_bin19_beam1,vel_bin19_beam2,vel_bin19_beam3,btm_pings_per_ensemble,btm_bottom_track_mode,btm_max_error_velocity,btm_beam0_range,btm_beam1_range,btm_beam2_range,btm_beam3_range,btm_beam0_velocity,btm_beam1_velocity,btm_beam2_velocity,btm_beam3_velocity,btm_beam0_rssi,btm_beam1_rssi,btm_beam2_rssi,btm_beam3_rssi
1628271592.000067,16971.0,4.0,20.0,10.0,2.0,0.0,64.0,0.0,2.0,11.0,0.0,0.0,2.0,2.94,2.05,76.0,21.0,8.0,6.0,13.0,39.0,52.0,67.0,0.0,1500.0,3.0,17.6,3.3000000000000003,-2.19,35.0,22.88,0.0,0.0,8.0,0.0,3.3000000000000003,2.2,14.0,0.0,0.0,-0.4195258404081222,-1.3225130153751177,0.08000038528627937,0.134,0.335,-0.015,0.0,0.0,0.0,0.068,0.331,-0.019,0.33999836254119875,1.6549920294284821,-0.0949995424747467,4.999975919723511,0.3999999999999999,0.0,0.0,0.0,0.0,1.2760066785812376,86.1229592642784,2.8000000000000007,0.0,84.46796723484992,0.0,7.0,13.834081916450412,3.985381854176686,161.52838770443356,-0.056999999999999995,-0.369,0.004,-0.001,-0.06199999999999999,-0.29,-0.024,-0.033,-0.134,-0.335,-0.015,-0.005,-0.109,-0.321,-0.04,-0.049,-0.06800000000000003,-0.31600000000000006,-0.022,-0.001,-0.04500000000000001,-0.25100000000000006,-0.012,0.031,-0.03799999999999999,-0.258,-0.015,0.126,-0.04000000000000001,-0.29200000000000004,0.0,,,,,,-0.08900000000000001,-0.26,-0.036000000000000004,0.001,0.04300000000000002,-0.22200000000000003,-0.024,0.06,-0.028,-0.10500000000000001,-0.008,-0.024,6.938893903907228e-18,-0.17400000000000002,-0.043000000000000003,-0.016,0.10200000000000002,-0.095,0.047,,,,,,,,,,0.010000000000000009,-0.22299999999999998,0.021,-0.008,-0.04499999999999999,-0.201,-0.038,0.028,-0.009000000000000001,-0.1,0.03,-0.035,,,,,10.0,8.0,1.0,10.59,11.08,10.73,10.88,-0.068,-0.331,-0.019,0.0,103.09,105.53,111.02,106.14
1628271597.000041,16971.0,4.0,20.0,10.0,2.0,0.0,64.0,0.0,2.0,11.0,0.0,0.0,2.0,2.94,2.05,77.0,21.0,8.0,6.0,13.0,39.0,57.0,41.0,0.0,1500.0,2.5,13.09,4.4,-1.69,35.0,22.88,0.0,0.0,8.0,0.0,4.5,1.7000000000000002,14.0,0.0,0.0,0.2943402644140016,1.2658527053889772,-0.10000051975520388,0.12400000000000001,0.24000000000000002,0.01,0.0,0.0,0.0,0.046,0.265,0.014,0.22999880456924437,1.3249931132793427,0.0699996361732483,4.999974012374878,-0.5,1.1,0.0,0.0,0.0,1.5060054831504819,87.44795237755775,2.3000000000000007,0.0,86.1229592642784,0.0,8.0,13.601411535768783,16.42385826230431,167.91678604203128,-0.017,-0.278,0.015,0.018000000000000002,-0.058,-0.23800000000000002,0.014,0.026000000000000002,-0.12400000000000001,-0.24000000000000002,0.01,-0.039,-0.10700000000000001,-0.10300000000000001,0.061,-0.07,-0.042,-0.15300000000000002,0.02,-0.015,-0.048,-0.018000000000000002,-0.066,0.113,-0.020000000000000004,-0.041999999999999996,-0.07100000000000001,0.134,-0.063,-0.04300000000000001,-0.122,0.098,,,,,-0.08100000000000002,-0.094,0.059000000000000004,-0.002,-0.07300000000000001,-0.169,0.056,0.032,-0.016,-0.126,0.018000000000000002,0.017,-0.011999999999999997,-0.097,-0.044,0.0,0.045000000000000005,-0.026000000000000002,-0.044,0.063,,,,,,,,,-0.118,-0.15,0.077,0.106,-0.031000000000000003,-0.117,0.074,0.014,-0.031000000000000003,-0.07100000000000001,0.018000000000000002,0.002,,,,,10.0,8.0,1.0,10.73,11.03,9.71,12.43,-0.046,-0.265,0.014,0.001,100.03999999999999,103.7,101.87,105.53
1628271602.000014,16971.0,4.0,20.0,10.0,2.0,0.0,64.0,0.0,2.0,11.0,0.0,0.0,2.0,2.94,2.05,78.0,21.0,8.0,6.0,13.0,40.0,2.0,14.0,0.0,1500.0,2.2,33.9,1.6,-1.69,35.0,22.92,0.0,0.0,8.0,0.0,1.6,1.7000000000000002,14.0,0.0,0.0,1.198061465210149,1.7829035493343797,-0.060000323297335234,0.10299999999999998,0.272,0.024,0.0,0.0,0.0,0.055000000000000035,0.26,0.026000000000000002,0.27499851822853105,1.299992995262146,0.1299992995262146,4.9999730587005615,-0.2999999999999998,-2.8000000000000003,0.0,0.0,0.0,1.781004001379013,88.7479453728199,2.000000000000001,0.0,87.44795237755775,0.0,6.0,13.562604194465408,24.37876474878051,145.3915208265752,-0.046,-0.244,0.025,0.032,-0.08100000000000003,-0.275,0.024,0.034,-0.10299999999999998,-0.272,0.024,0.038,-0.043000000000000003,-0.044,0.134,-0.032,-0.059,-0.045,0.034,-0.015,-0.11499999999999999,-0.040999999999999995,-0.009000000000000001,0.101,-0.119,0.026000000000000002,-0.14100000000000001,,0.078,-0.054000000000000006,-0.105,0.132,-0.07,-0.096,-0.098,-0.028,-0.051000000000000004,-0.256,0.066,0.026000000000000002,0.010000000000000009,-0.089,0.066,0.005,0.0049999999999999975,-0.051000000000000004,0.022,-0.03,-0.014999999999999996,-0.065,-0.03,-0.066,-0.027000000000000003,-0.067,-0.054,0.031,-0.218,-0.24599999999999997,-0.032,,,,,,-0.024999999999999994,-0.08600000000000001,0.067,,-0.067,-0.054,0.052000000000000005,0.062,-0.014999999999999986,-0.182,0.027,0.082,,,,,10.0,8.0,1.0,10.950000000000001,11.4,9.1,14.89,-0.055000000000000035,-0.26,0.026000000000000002,0.001,97.6,99.42999999999999,105.53,98.21
1628271607.000005,16971.0,4.0,20.0,10.0,2.0,0.0,64.0,0.0,2.0,11.0,0.0,0.0,2.0,2.94,2.05,79.0,21.0,8.0,6.0,13.0,40.0,7.0,5.0,0.0,1500.0,2.5,33.9,-7.390000000000001,-1.69,35.0,22.92,0.0,0.0,8.0,0.0,7.5,1.7000000000000002,14.0,0.0,0.0,0.2580170060140114,0.3839698122085248,0.06000010871906903,0.117,0.18100000000000002,0.054,0.0,0.0,0.0,0.06000000000000001,0.28800000000000003,0.016,0.2999994564056397,1.4399973907470704,0.0799998550415039,4.999990940093994,0.2999999999999998,-8.99,0.0,0.0,0.0,2.081003457784653,90.18794276356697,2.3000000000000007,0.0,88.7479453728199,0.0,7.0,13.144098535934676,23.66918804812034,146.33062089011472,-0.049000000000000016,-0.259,0.014,0.012,-0.122,-0.28600000000000003,0.002,-0.002,-0.117,-0.18100000000000002,0.054,0.028,-0.006,-0.013000000000000001,0.131,-0.037,-0.045,-0.017,0.01,-0.023,-0.11300000000000002,-0.030000000000000013,-0.003,0.021,-0.039,-0.04200000000000001,-0.088,0.051000000000000004,,,,,,,,,0.016999999999999987,-0.295,0.004,0.101,-0.046999999999999986,-0.251,0.018000000000000002,0.076,-0.05200000000000001,-0.145,0.002,0.052000000000000005,-0.022000000000000002,-0.076,0.003,-0.028,-0.010000000000000002,-0.117,-0.037,-0.002,0.026999999999999996,-0.182,-0.042,0.097,0.11599999999999999,-0.21199999999999997,-0.059000000000000004,,0.03900000000000001,-0.118,0.049,0.057,-0.088,-0.055999999999999994,0.088,,-0.0040000000000000105,-0.133,0.045,0.074,-0.04000000000000001,0.088,0.077,,10.0,8.0,1.0,11.19,11.58,8.45,17.46,-0.06000000000000001,-0.28800000000000003,0.016,0.006,98.82,106.14,106.75,98.21
1628271611.000078,16971.0,4.0,20.0,10.0,2.0,0.0,64.0,0.0,2.0,11.0,0.0,0.0,2.0,2.94,2.05,80.0,21.0,8.0,6.0,13.0,40.0,11.0,78.0,0.0,1500.0,3.0,26.7,-19.1,-0.6900000000000001,35.0,22.94,0.0,0.0,8.0,0.0,19.5,0.7000000000000001,14.0,0.0,0.0,0.1621915230005016,0.32248194829133175,0.12499772016391932,0.064,0.12100000000000001,0.098,0.0,0.0,0.0,0.057999999999999996,0.307,0.019,0.23200423145294188,1.228022397518158,0.0760013861656189,4.000072956085205,0.5,-11.71,0.0,0.0,0.0,2.313007689237595,91.41596516108513,2.8000000000000007,0.0,90.18794276356697,0.0,6.0,12.163430890710776,10.891971022852792,147.6856139233466,-0.014000000000000012,-0.32500000000000007,0.012,0.005,-0.12,-0.33,0.019,-0.002,-0.064,-0.12100000000000001,0.098,0.01,-0.032,-0.024000000000000004,0.084,-0.003,-0.127,-0.029999999999999985,0.01,-0.026000000000000002,-0.067,-0.073,-0.067,0.109,-0.245,-0.01899999999999999,-0.136,,,,,,0.037000000000000005,-0.34900000000000003,0.057,-0.036000000000000004,-0.076,-0.263,0.029,0.081,-0.062,-0.23700000000000002,0.004,0.053,-0.030000000000000002,-0.085,-0.031,0.002,-0.052000000000000005,-0.027,-0.041,0.045,-0.010000000000000002,-0.11300000000000002,-0.077,0.024,-0.054,-0.115,-0.054,-0.007,-0.168,-0.224,0.134,0.07200000000000001,-0.055999999999999994,-0.15200000000000002,0.041,0.202,0.029000000000000012,-0.153,0.092,-0.146,-0.014000000000000005,-0.183,0.028,-0.122,0.001999999999999988,-0.30900000000000005,0.122,,10.0,8.0,1.0,10.21,10.63,7.7700000000000005,15.540000000000001,-0.057999999999999996,-0.307,0.019,-0.004,103.7,105.53,111.63,100.03999999999999
1628271616.000053,16971.0,4.0,20.0,10.0,2.0,0.0,64.0,0.0,2.0,11.0,0.0,0.0,2.0,2.94,2.05,81.0,21.0,8.0,6.0,13.0,40.0,16.0,53.0,0.0,1500.0,3.7,23.39,-27.69,-1.69,35.0,22.92,0.0,0.0,8.0,0.0,2.7,1.7000000000000002,14.0,0.0,0.0,0.10590645905000576,0.24485262549532666,0.1400007009541321,0.079,0.038000000000000006,0.133,0.0,0.0,0.0,0.04100000000000001,0.30600000000000005,0.024,0.204998973608017,1.5299923396110537,0.11999939918518067,4.999974966049194,0.7000000000000002,-8.59,0.0,0.0,0.0,2.518006662845612,92.94595750069618,3.500000000000001,0.0,91.41596516108513,0.0,5.0,11.793000329014507,1.5823990023199601,-47.79660637025333,-0.08700000000000002,-0.29,0.028,0.003,-0.095,-0.261,0.024,0.006,-0.079,-0.038000000000000006,0.133,-0.094,-0.037,-0.079,0.025,-0.025,-0.047,-0.041,-0.074,0.057,-0.05900000000000001,-0.020000000000000004,-0.127,,-0.020000000000000004,-0.06400000000000002,-0.161,0.013000000000000001,0.0009999999999999974,-0.07200000000000001,-0.078,0.10200000000000001,-0.0050000000000000044,-0.265,0.059000000000000004,-0.01,-0.046000000000000006,-0.11500000000000002,0.035,0.035,-0.051000000000000004,-0.05200000000000001,-0.037,0.009000000000000001,0.06199999999999999,-0.07200000000000001,-0.03,0.07200000000000001,0.0049999999999999975,-0.08000000000000002,-0.054,0.036000000000000004,-0.04700000000000001,-0.013000000000000001,-0.039,,,,,,-0.065,-0.0009999999999999974,0.048,,-0.033,-0.091,0.018000000000000002,0.075,0.013999999999999999,-0.08,0.006,0.016,-0.137,-0.275,0.049,,,,,,10.0,8.0,1.0,8.92,9.13,7.0200000000000005,12.61,-0.04100000000000001,-0.30600000000000005,0.024,-0.005,101.87,107.36,106.75,104.92
1628271621.000036,16971.0,4.0,20.0,10.0,2.0,0.0,64.0,0.0,2.0,11.0,0.0,0.0,2.0,2.94,2.05,82.0,21.0,8.0,6.0,13.0,40.0,21.0,36.0,0.0,1500.0,4.5,27.0,-30.990000000000002,-2.39,35.0,22.94,0.0,0.0,8.0,0.0,6.1000000000000005,2.4000000000000004,14.0,0.0,0.0,0.12093894828157238,0.23735605042215807,0.1600005416888456,0.053,0.036000000000000004,0.099,0.0,0.0,0.0,0.02599999999999998,0.297,0.024,0.1299995598793029,1.4849949724674225,0.11999959373474121,4.999983072280884,0.7999999999999998,-3.3000000000000007,0.0,0.0,0.0,2.6480062227249146,94.4309524731636,4.300000000000001,0.0,92.94595750069618,0.0,12.0,11.990043746114234,8.526129806693682,-26.385564333555603,-0.11099999999999999,-0.313,0.03,0.032,-0.06300000000000001,-0.19700000000000004,0.051000000000000004,0.023,-0.053,-0.036000000000000004,0.099,-0.179,-0.023999999999999997,-0.11200000000000002,-0.022,0.074,-0.076,-0.0020000000000000052,-0.13,0.084,0.0049999999999999975,-0.068,-0.161,0.04,-0.011999999999999997,-0.117,-0.054,0.077,-0.005999999999999998,-0.134,0.001,0.094,-0.007999999999999993,-0.08399999999999999,0.077,-0.008,0.013999999999999999,-0.066,0.042,0.003,-0.001999999999999988,-0.15,-0.001,0.036000000000000004,-0.011999999999999997,-0.08199999999999999,-0.053,0.094,0.45500000000000007,-0.329,0.017,,,,,,,,,,0.02600000000000001,-0.212,0.084,0.013000000000000001,-0.049,-0.15200000000000002,0.049,-0.023,0.048,-0.11600000000000002,0.063,-0.077,,,,,,,,,10.0,8.0,1.0,7.82,8.25,6.47,10.53,-0.02599999999999998,-0.297,0.024,-0.004,104.92,106.75,107.97,98.21
1628271626.000008,16971.0,4.0,20.0,10.0,2.0,0.0,64.0,0.0,2.0,11.0,0.0,0.0,2.0,2.94,2.05,83.0,21.0,8.0,6.0,13.0,40.0,26.0,8.0,0.0,1500.0,4.5,27.0,-30.990000000000002,-0.5,35.0,22.900000000000002,0.0,0.0,8.0,0.0,6.1000000000000005,0.5,14.0,0.0,0.0,,,,0.026000000000000002,0.014000000000000002,0.046,0.0,0.0,0.0,0.016999999999999987,0.31,0.011,0.0849995257854461,1.549991352558136,0.054999693155288694,4.999972105026245,0.0,0.0,0.0,0.0,0.0,2.7330057485103607,95.98094382572174,4.300000000000001,0.0,94.4309524731636,0.0,4.0,11.252933481820282,3.654290158670735,5.589948776135077,-0.07699999999999999,-0.316,0.019,-0.017,-0.12000000000000001,-0.145,0.084,-0.043000000000000003,-0.026000000000000002,-0.014000000000000002,0.046,-0.114,0.009000000000000001,-0.061,-0.045,0.08700000000000001,0.242,0.014999999999999986,-0.188,,0.106,-0.018,-0.17400000000000002,0.196,0.011999999999999997,-0.037,-0.10300000000000001,0.228,-0.01100000000000001,-0.20700000000000002,-0.01,0.033,-0.038,-0.145,0.034,-0.027,0.08000000000000002,-0.05800000000000001,-0.009000000000000001,0.036000000000000004,0.04500000000000001,-0.039,-0.056,0.018000000000000002,0.042,-0.053000000000000005,-0.07,0.044,0.030999999999999986,-0.22900000000000004,0.005,-0.007,,,,,0.016999999999999994,-0.106,0.004,,0.042,-0.11600000000000002,0.007,0.07200000000000001,-0.027999999999999997,-0.081,-0.013000000000000001,-0.003,0.0030000000000000027,-0.11200000000000002,0.006,-0.022,0.194,-0.14100000000000001,0.055,,,,,,10.0,8.0,1.0,7.4,7.83,5.87,11.02,-0.016999999999999987,-0.31,0.011,-0.004,101.87,108.58,110.41,103.09
1628271630.000081,16971.0,4.0,20.0,10.0,2.0,0.0,64.0,0.0,2.0,11.0,0.0,0.0,2.0,2.94,2.05,84.0,21.0,8.0,6.0,13.0,40.0,30.0,81.0,0.0,1500.0,5.2,29.29,-25.5,-0.5,35.0,22.94,0.0,0.0,8.0,0.0,0.5,0.5,13.0,0.0,0.0,0.1794929184661477,0.319983465622638,0.1749968082294871,0.006999999999999998,0.025,0.022,0.0,0.0,0.0,-0.002999999999999975,0.321,0.022,-0.012000218868255514,1.2840234189033508,0.08800160503387451,4.000072956085205,0.7000000000000002,5.490000000000002,0.0,0.0,0.0,2.721005529642105,97.26496724462508,5.000000000000001,0.0,95.98094382572174,0.0,4.0,11.13390279592356,6.193301133730975,130.5082185742891,-0.04999999999999999,-0.321,0.028,0.015,-0.08200000000000002,-0.039999999999999994,0.138,-0.075,-0.006999999999999998,-0.025,0.022,-0.021,0.021999999999999992,-0.12,-0.034,0.137,0.191,0.012999999999999998,-0.151,,0.15699999999999997,-0.01799999999999998,-0.17,0.293,0.0049999999999999975,-0.094,-0.07,0.122,-0.06800000000000003,-0.274,0.024,0.116,-0.052000000000000005,-0.245,0.037,-0.023,0.020000000000000004,-0.054000000000000006,-0.019,-0.024,0.025000000000000005,-0.07599999999999998,-0.062,0.046,0.024999999999999994,-0.10899999999999999,-0.091,0.089,0.034,-0.272,-0.093,0.065,0.06000000000000001,-0.24,-0.033,0.033,-0.035,-0.167,0.064,-0.057,0.046000000000000006,-0.16500000000000004,0.075,-0.018000000000000002,0.006999999999999992,-0.155,0.041,0.113,0.020000000000000004,-0.209,0.044,0.009000000000000001,,,,,,,,,10.0,8.0,1.0,6.71,7.140000000000001,5.11,10.65,0.002999999999999975,-0.321,0.022,0.005,104.31,109.19,109.8,100.64999999999999
1628271635.00006,16971.0,4.0,20.0,10.0,2.0,0.0,64.0,0.0,2.0,11.0,0.0,0.0,2.0,2.94,2.05,85.0,21.0,8.0,6.0,13.0,40.0,35.0,60.0,0.0,1500.0,6.4,29.29,-25.5,-0.5,35.0,22.94,0.0,0.0,8.0,0.0,0.5,0.5,14.0,0.0,0.0,0.24616723946121416,0.4388443125148305,0.24000100708430405,0.005000000000000001,0.03,0.002,0.0,0.0,0.0,0.00799999999999998,0.352,-0.005,0.03999983215332021,1.7599926147460936,-0.024999895095825196,4.999979019165039,1.2000000000000002,0.0,0.0,0.0,0.0,2.7610053617954256,99.02495985937118,6.200000000000001,0.0,97.26496724462508,0.0,0.0,11.680665111370601,25.670055955252156,151.75039786253615,-0.034,-0.21,0.052000000000000005,0.005,-0.064,-0.028000000000000004,0.139,-0.082,-0.005000000000000001,-0.03,0.002,-0.001,-0.020999999999999998,-0.064,-0.014,0.02,0.016999999999999994,-0.092,-0.085,0.099,-0.024999999999999994,-0.09,-0.125,0.042,0.07400000000000002,-0.176,-0.076,0.041,0.0,-0.24999999999999997,-0.005,0.122,-0.056,-0.22499999999999998,0.002,0.16,0.013000000000000001,-0.074,-0.117,0.115,-0.061,-0.09,-0.133,0.05,0.07499999999999998,-0.15599999999999997,-0.08600000000000001,-0.004,0.10899999999999999,-0.133,-0.092,0.025,-0.04999999999999999,-0.257,-0.007,0.045,-0.039,-0.161,-0.083,0.07200000000000001,0.016,-0.183,-0.041,0.127,0.007999999999999993,-0.15800000000000003,-0.07,0.048,-0.04700000000000001,-0.109,-0.042,0.111,0.08600000000000002,-0.183,-0.093,0.014,0.015,-0.17,-0.089,0.074,10.0,8.0,1.0,7.59,7.59,4.42,,-0.00799999999999998,-0.352,-0.005,,102.48,109.19,112.24,0.0
1628271640.000033,16971.0,4.0,20.0,10.0,2.0,0.0,64.0,0.0,2.0,11.0,0.0,0.0,2.0,2.94,2.05,86.0,21.0,8.0,6.0,13.0,40.0,40.0,33.0,0.0,1500.0,7.2,29.29,-25.5,-0.5,35.0,22.94,0.0,0.0,8.0,0.0,0.5,0.5,14.0,0.0,0.0,0.16411169643683934,0.29256323772446835,0.16000086975570446,-0.010999999999999996,0.08,-0.024,0.0,0.0,0.0,-0.023999999999999994,0.40800000000000003,-0.013000000000000001,-0.11999934768676755,2.039988910675049,-0.06499964666366578,4.999972820281982,0.7999999999999998,0.0,0.0,0.0,0.0,2.641006014108658,101.06494877004623,7.000000000000001,0.0,99.02495985937118,0.0,19.0,11.081117444306148,30.832519162715787,152.2625373512866,-0.008,-0.066,0.151,-0.023,0.013000000000000005,-0.096,0.05,-0.04,0.010999999999999996,-0.08,-0.024,0.056,0.04200000000000001,-0.129,-0.067,0.074,0.05000000000000001,-0.061,-0.106,0.11800000000000001,0.04599999999999999,-0.114,-0.1,0.092,0.006000000000000005,-0.308,0.013000000000000001,0.1,0.09099999999999998,-0.271,-0.007,0.182,0.052,-0.094,-0.091,0.16,0.053,-0.15699999999999997,-0.095,0.017,0.009000000000000008,-0.16599999999999998,-0.074,0.052000000000000005,0.041999999999999996,-0.132,-0.109,0.023,-0.020999999999999998,-0.166,-0.099,0.03,0.09000000000000001,-0.198,-0.093,-0.012,0.09200000000000001,-0.231,-0.068,0.109,-0.032000000000000015,-0.20999999999999996,-0.077,0.10200000000000001,0.036000000000000004,-0.22099999999999997,-0.063,0.10200000000000001,0.033000000000000015,-0.20600000000000002,-0.10400000000000001,0.133,-0.016,-0.069,-0.178,0.111,0.19699999999999998,-0.203,-0.135,,10.0,8.0,1.0,6.05,5.97,3.22,,0.023999999999999994,-0.40800000000000003,-0.013000000000000001,,103.7,108.58,110.41,0.0
1628271645.000003,16971.0,4.0,20.0,10.0,2.0,0.0,64.0,0.0,2.0,11.0,0.0,0.0,2.0,2.94,2.05,87.0,21.0,8.0,6.0,13.0,40.0,45.0,3.0,0.0,1500.0,8.5,29.29,-25.5,-0.5,35.0,22.94,0.0,0.0,8.0,0.0,0.5,0.5,14.0,0.0,0.0,0.26668164659071475,0.4754155106689759,0.2600015497300012,0.005000000000000001,0.059,-0.214,0.0,0.0,0.0,-0.04999999999999999,0.449,0.005,-0.24999850988388056,2.244986618757248,0.024999850988388063,4.999970197677612,1.2999999999999998,0.0,0.0,0.0,0.0,2.3910075042247776,103.30993538880348,8.3,0.0,101.06494877004623,0.0,16.0,10.452159996116142,19.427049066976704,152.12787107068604,0.06600000000000002,-0.054000000000000006,0.003,-0.021,0.003999999999999997,-0.126,-0.123,0.097,-0.005000000000000001,-0.059,-0.214,0.062,-0.038,-0.06899999999999999,-0.262,-0.061,-0.028000000000000004,-0.052000000000000005,-0.234,0.044,0.04799999999999997,-0.308,0.0,0.032,0.08,-0.21300000000000002,0.016,0.09,-0.020000000000000004,-0.21899999999999997,-0.075,-0.045,0.064,-0.178,-0.105,-0.02,0.132,-0.138,-0.20600000000000002,0.064,0.074,-0.244,-0.17,-0.042,-0.01200000000000001,-0.22499999999999998,-0.084,0.095,0.06299999999999997,-0.255,0.026000000000000002,0.034,0.038000000000000006,-0.22099999999999997,-0.001,0.003,0.051000000000000004,-0.266,0.021,0.059000000000000004,-0.068,-0.18899999999999997,-0.043000000000000003,0.01,-0.22300000000000003,-0.2690000000000001,-0.116,,,,,,,,,,,,,,10.0,8.0,1.0,2.6,2.6,1.6500000000000001,,0.04999999999999999,-0.449,0.005,,91.5,92.72,106.75,0.0
1628271649.000072,16971.0,4.0,20.0,10.0,2.0,0.0,64.0,0.0,2.0,11.0,0.0,0.0,2.0,2.94,2.05,88.0,21.0,8.0,6.0,13.0,40.0,49.0,72.0,0.0,1500.0,9.5,29.29,-25.5,-0.5,35.0,22.94,0.0,0.0,8.0,0.0,0.5,0.5,13.0,0.0,0.0,0.2564187147705896,0.457119699785095,0.24999569363859525,-0.0,0.069,-0.2,0.0,0.0,0.0,-0.064,0.15999999999999998,-0.011,-0.2560044097900391,0.6400110244750976,-0.04400075793266296,4.00006890296936,1.0,0.0,0.0,0.0,0.0,2.1350030944347385,103.94994641327858,9.3,0.0,103.30993538880348,0.0,4.0,10.152815267516953,9.358555207629326,144.15711490967072,0.027000000000000003,-0.032,-0.101,0.04,-0.022999999999999993,-0.075,-0.122,-0.016,0.0,-0.069,-0.2,0.029,-0.04,-0.11699999999999999,-0.316,-0.124,,,,,0.13,-0.11299999999999999,-0.036000000000000004,0.021,0.244,-0.093,-0.064,0.019,0.08999999999999998,-0.10699999999999998,-0.136,-0.068,0.07100000000000001,-0.199,-0.254,-0.007,,,,,,,,,0.04000000000000001,-0.18099999999999997,-0.054,-0.007,0.07100000000000001,-0.16599999999999998,-0.005,0.004,0.07599999999999998,-0.138,-0.001,0.03,0.04399999999999999,-0.16900000000000004,-0.037,0.032,-0.201,-0.189,-0.007,,,,,,,,,,,,,,,,,,10.0,8.0,1.0,0.77,0.8,0.56,,0.064,-0.15999999999999998,-0.011,,82.96,81.13,86.01,0.0
1628271654.000048,16971.0,4.0,20.0,10.0,2.0,0.0,64.0,0.0,2.0,11.0,0.0,0.0,2.0,2.94,2.05,89.0,21.0,8.0,6.0,13.0,40.0,54.0,48.0,0.0,1500.0,12.3,29.29,-25.5,-0.5,35.0,22.94,0.0,0.0,8.0,0.0,0.5,0.5,13.0,0.0,0.0,0.5743905814689982,1.023970697284729,0.5600026970039559,-0.037,0.064,-0.058,0.0,0.0,0.0,-0.075,-6.938893903907228e-18,0.005,-0.3749981939792633,-3.4694302429052406e-17,0.024999879598617554,4.999975919723511,2.8000000000000007,0.0,0.0,0.0,0.0,1.7600049004554752,103.94994641327858,12.100000000000001,0.0,103.94994641327858,0.0,2.0,12.764470076987354,6.794221957708387,135.1632129541232,0.028,-0.006,0.014,-0.026000000000000002,0.018000000000000002,-0.0020000000000000018,0.024,0.01,0.037,-0.064,-0.058,,,,,,,,,,0.112,0.037000000000000005,0.061,0.046,0.257,-0.010999999999999996,0.116,0.026000000000000002,0.11499999999999999,0.032,0.048,-0.006,,,,,,,,,,,,,0.032,-0.005999999999999998,0.041,0.016,0.020999999999999998,0.045,0.052000000000000005,-0.02,0.021,0.008999999999999998,0.067,-0.002,-0.03,-0.015,0.046,0.082,,,,,,,,,,,,,,,,,,,,,10.0,8.0,1.0,0.53,0.56,0.4,,0.075,6.938893903907228e-18,0.005,,79.3,79.3,83.57,0.0
